医師コード,氏名,KOL,論文執筆数,年齢,性別,専門医かどうか,施設タイプ,該当施設におけるA社全製品の売上: 直近1年間,MR訪問回数: 直近3ヶ月,MR電話回数: 直近3ヶ月,MRビデオ会議回数: 直近3ヶ月,webセミナー channelA 参加回数: 直近3ヶ月,webセミナー channelB 参加回数: 直近3ヶ月,webセミナー channelC 参加回数: 直近3ヶ月,製品説明会への参加,eDTL channelA アクセス数: 直近3ヶ月,eDTL channelB アクセス数: 直近3ヶ月,eDTL channelC アクセス数: 直近3ヶ月,eDTL channelC 開封数: 直近3ヶ月,自社医療関係者向けサイト 資料ダウンロード: 直近3ヶ月,自社医療関係者向けサイト メルマガクリック数: 直近3ヶ月,営業エリアでの過去の導入施設数: 直近1ヶ月,処方したかどうか
3227,山本 一郎,1.0,2.0,61,男,専門医ではない,GP,1500,6.0,11.0,15.0,2.0,0.0,0.0,0.0,1,0,0,6.0,no,2,4,1
3228,高橋 彩,0.0,1.0,70,男,専門医ではない,GP&HP,1700,1.0,7.0,3.0,0.0,1.0,0.0,0.0,0,3,2,9.0,no,4,2,0
3229,渡辺 健太,,1.0,30,男,専門医ではない,GP&HP,1100,11.0,11.0,10.0,1.0,1.0,1.0,0.0,0,0,1,5.0,no,1,3,0
3230,中村 結衣,0.0,1.0,66,男,専門医ではない,GP,2300,3.0,9.0,8.0,1.0,1.0,1.0,0.0,1,0,0,2.0,no,1,6,0
3231,佐藤 結衣,0.0,0.0,39,男,専門医ではない,GP&HP,2100,2.0,14.0,7.0,3.0,1.0,0.0,1.0,2,1,0,3.0,no,3,2,0
3232,山本 一郎,,0.0,50,男,専門医,GP,2000,2.0,3.0,9.0,1.0,0.0,0.0,0.0,3,3,2,2.0,no,2,3,0
3233,小林 花子,0.0,0.0,77,男,専門医ではない,GP,1700,10.0,11.0,9.0,1.0,1.0,0.0,0.0,2,0,1,2.0,no,2,1,0
3234,伊藤 優子,0.0,1.0,50,男,専門医ではない,HP,2000,0.0,1.0,8.0,1.0,0.0,0.0,0.0,1,1,1,8.0,yes,5,2,0
3235,鈴木 大輔,0.0,0.0,28,男,専門医ではない,GP,1700,2.0,7.0,16.0,0.0,1.0,0.0,0.0,2,0,0,5.0,yes,1,3,0
3236,伊藤 優子,0.0,1.0,46,男,専門医ではない,HP,2300,13.0,4.0,28.0,0.0,0.0,0.0,0.0,0,2,1,10.0,no,2,1,0
3237,渡辺 健太,0.0,1.0,64,男,専門医,HP,2600,2.0,2.0,15.0,,1.0,0.0,0.0,1,0,0,4.0,no,3,2,0
3238,渡辺 一郎,0.0,1.0,45,女,専門医,HP,1900,4.0,6.0,11.0,0.0,0.0,0.0,0.0,1,0,0,2.0,no,4,2,0
3239,田中 一郎,1.0,0.0,71,男,専門医,GP,2300,9.0,3.0,7.0,0.0,1.0,0.0,0.0,1,0,0,,no,3,6,1
3240,渡辺 翔,0.0,0.0,30,男,専門医ではない,GP,1600,3.0,4.0,23.0,2.0,1.0,0.0,0.0,0,0,3,3.0,no,4,6,1
3241,山本 彩,0.0,0.0,39,男,専門医ではない,GP&HP,1600,2.0,4.0,5.0,1.0,1.0,0.0,0.0,0,1,0,7.0,no,2,2,0
3242,小林 健太,1.0,1.0,68,男,専門医ではない,GP,1800,5.0,,15.0,0.0,0.0,1.0,0.0,1,3,1,8.0,no,4,2,0
3243,鈴木 優子,1.0,0.0,42,男,専門医ではない,GP&HP,2000,8.0,16.0,11.0,0.0,3.0,1.0,0.0,1,2,2,3.0,no,5,1,0
3244,伊藤 太郎,0.0,0.0,59,男,専門医,HP,1900,7.0,15.0,5.0,0.0,2.0,0.0,0.0,1,0,2,2.0,no,2,3,0
3245,伊藤 美咲,0.0,1.0,32,男,専門医,HP,1400,1.0,4.0,7.0,0.0,0.0,1.0,0.0,3,0,1,7.0,yes,7,5,0
3246,高橋 結衣,0.0,0.0,50,男,専門医ではない,GP&HP,1400,2.0,11.0,18.0,0.0,1.0,0.0,0.0,0,0,1,8.0,no,3,1,0
3247,中村 優子,0.0,1.0,63,女,専門医,GP,2200,2.0,9.0,11.0,0.0,0.0,0.0,0.0,1,1,1,3.0,yes,1,2,1
3248,加藤 健太,0.0,0.0,74,男,専門医ではない,HP,2200,10.0,6.0,6.0,1.0,0.0,1.0,0.0,0,1,1,5.0,yes,3,1,0
3249,渡辺 翔,0.0,1.0,65,男,専門医ではない,GP&HP,2200,1.0,4.0,12.0,0.0,3.0,0.0,0.0,0,0,0,6.0,no,2,3,0
3250,渡辺 彩,0.0,,33,女,専門医,GP,1300,5.0,11.0,35.0,0.0,1.0,1.0,1.0,1,5,2,4.0,no,1,4,0
3251,高橋 太郎,0.0,0.0,40,女,専門医ではない,GP&HP,1700,3.0,1.0,29.0,0.0,1.0,0.0,0.0,2,0,0,1.0,no,4,4,1
3252,小林 美咲,0.0,2.0,47,男,専門医ではない,HP,1900,1.0,9.0,13.0,0.0,0.0,1.0,0.0,4,0,1,3.0,no,2,2,0
3253,加藤 彩,0.0,0.0,73,男,専門医,GP&HP,2000,10.0,21.0,21.0,1.0,0.0,1.0,0.0,1,0,1,11.0,no,2,1,1
3254,佐藤 大輔,0.0,1.0,69,男,専門医ではない,GP&HP,1200,2.0,5.0,7.0,0.0,0.0,0.0,0.0,1,0,0,0.0,no,1,3,0
3255,伊藤 優子,1.0,1.0,73,男,専門医ではない,GP,1400,0.0,9.0,22.0,1.0,0.0,0.0,0.0,0,1,1,2.0,no,7,1,0
3256,鈴木 太郎,0.0,1.0,63,男,専門医ではない,GP,1200,2.0,19.0,7.0,1.0,1.0,0.0,0.0,2,0,1,7.0,no,2,4,0
3257,小林 翔,0.0,0.0,61,男,専門医,HP,1600,2.0,3.0,11.0,0.0,1.0,1.0,0.0,2,1,0,8.0,no,8,4,1
3258,高橋 健太,0.0,0.0,74,男,専門医ではない,GP&HP,2600,1.0,,3.0,2.0,1.0,1.0,0.0,0,12,1,3.0,no,2,2,0
3259,佐藤 大輔,0.0,1.0,35,男,専門医ではない,GP&HP,1200,5.0,7.0,7.0,0.0,1.0,0.0,1.0,0,0,0,3.0,no,7,0,0
3260,佐藤 健太,1.0,0.0,51,女,専門医,GP,2500,3.0,3.0,13.0,1.0,1.0,1.0,0.0,2,0,1,8.0,no,0,2,0
3261,佐藤 一郎,0.0,1.0,70,男,専門医ではない,GP,1500,3.0,19.0,8.0,0.0,2.0,0.0,0.0,1,1,0,2.0,yes,6,3,0
3262,高橋 花子,1.0,0.0,34,男,専門医ではない,HP,1900,3.0,3.0,27.0,1.0,1.0,1.0,,2,0,1,1.0,no,2,2,0
3263,小林 花子,0.0,1.0,50,男,専門医,HP,2100,5.0,12.0,18.0,0.0,0.0,1.0,0.0,1,3,1,4.0,no,10,3,0
3264,中村 健太,0.0,1.0,33,男,専門医ではない,HP,1600,1.0,6.0,15.0,0.0,0.0,0.0,0.0,1,4,0,3.0,no,4,4,1
3265,鈴木 美咲,1.0,0.0,44,男,専門医,GP,1300,2.0,11.0,8.0,0.0,0.0,1.0,0.0,0,1,1,1.0,no,3,1,0
3266,中村 優子,0.0,0.0,46,男,専門医ではない,HP,1400,14.0,8.0,11.0,1.0,1.0,1.0,0.0,0,2,5,5.0,no,17,0,0
3267,伊藤 翔,0.0,1.0,51,男,専門医ではない,GP,2100,15.0,9.0,15.0,1.0,0.0,0.0,0.0,0,1,1,9.0,no,1,3,0
3268,小林 翔,0.0,1.0,32,男,専門医ではない,HP,2200,1.0,4.0,18.0,0.0,1.0,0.0,0.0,3,1,1,2.0,no,1,4,1
3269,佐藤 優子,0.0,0.0,57,女,専門医ではない,HP,2200,4.0,30.0,4.0,1.0,0.0,1.0,0.0,1,1,0,6.0,no,2,3,1
3270,田中 健太,,1.0,76,女,専門医,GP,1700,15.0,7.0,13.0,1.0,0.0,0.0,0.0,0,4,1,6.0,no,5,1,0
3271,中村 花子,0.0,1.0,41,男,専門医ではない,GP,1700,4.0,1.0,6.0,0.0,0.0,0.0,0.0,5,0,0,1.0,no,6,1,0
3272,加藤 結衣,0.0,1.0,38,男,専門医ではない,GP&HP,2000,2.0,10.0,16.0,3.0,1.0,0.0,0.0,1,0,2,5.0,no,3,1,1
3273,佐藤 大輔,0.0,0.0,64,男,専門医,HP,1500,1.0,2.0,6.0,1.0,,1.0,0.0,2,0,3,5.0,yes,4,4,0
3274,佐藤 結衣,0.0,0.0,28,女,専門医ではない,GP,1100,4.0,9.0,8.0,0.0,0.0,0.0,0.0,2,0,0,10.0,no,4,2,0
3275,小林 一郎,0.0,,76,男,専門医ではない,GP,2500,3.0,4.0,13.0,2.0,0.0,1.0,0.0,0,1,1,2.0,no,4,5,0
3276,渡辺 花子,0.0,1.0,36,男,専門医,HP,1400,5.0,1.0,10.0,1.0,0.0,1.0,0.0,0,1,0,3.0,no,1,6,0
3277,山本 一郎,0.0,1.0,36,女,専門医ではない,HP,2100,3.0,3.0,28.0,1.0,0.0,1.0,0.0,9,0,1,3.0,no,2,1,0
3278,田中 一郎,0.0,0.0,71,女,専門医ではない,GP,1600,3.0,4.0,,1.0,0.0,1.0,0.0,1,0,0,9.0,no,0,5,1
3279,小林 優子,0.0,1.0,30,男,専門医,HP,1500,6.0,8.0,14.0,1.0,1.0,0.0,0.0,1,1,1,4.0,yes,3,1,0
3280,小林 一郎,0.0,0.0,49,男,専門医,HP,1200,2.0,14.0,13.0,0.0,1.0,0.0,0.0,0,2,1,5.0,no,3,6,0
3281,渡辺 彩,0.0,0.0,67,男,専門医ではない,HP,1800,0.0,0.0,10.0,1.0,1.0,0.0,0.0,1,0,0,6.0,yes,3,3,0
3282,小林 大輔,0.0,0.0,56,男,専門医,GP&HP,1300,3.0,2.0,11.0,1.0,0.0,1.0,0.0,0,0,1,5.0,yes,2,3,0
3283,山本 彩,0.0,1.0,44,男,専門医ではない,HP,1400,3.0,5.0,1.0,0.0,0.0,1.0,0.0,1,1,1,6.0,no,2,0,0
3284,加藤 一郎,0.0,2.0,47,女,専門医ではない,GP,1600,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0,1,0,8.0,no,4,1,0
3285,加藤 彩,1.0,0.0,64,男,専門医,GP&HP,2500,4.0,6.0,15.0,0.0,1.0,0.0,0.0,0,0,2,5.0,no,7,4,0
3286,田中 一郎,0.0,1.0,57,女,専門医,GP&HP,2100,14.0,2.0,6.0,0.0,0.0,0.0,0.0,0,2,1,3.0,no,1,1,0
3287,高橋 優子,0.0,0.0,32,男,専門医ではない,GP&HP,1500,13.0,7.0,16.0,0.0,0.0,0.0,0.0,1,4,1,5.0,no,1,6,0
3288,高橋 花子,0.0,1.0,39,男,専門医ではない,GP,1900,5.0,11.0,29.0,1.0,1.0,1.0,0.0,1,0,2,4.0,no,2,7,0
3289,中村 花子,0.0,1.0,49,男,専門医ではない,HP,2200,3.0,19.0,9.0,0.0,0.0,0.0,0.0,1,2,1,7.0,no,2,3,0
3290,渡辺 大輔,0.0,0.0,43,男,専門医,HP,1200,1.0,1.0,20.0,0.0,1.0,1.0,1.0,1,1,1,3.0,no,8,5,0
3291,渡辺 翔,0.0,0.0,69,男,専門医ではない,GP,3100,2.0,13.0,6.0,0.0,0.0,1.0,0.0,0,0,0,4.0,no,2,1,0
3292,田中 優子,0.0,0.0,34,男,専門医,GP,1200,8.0,11.0,8.0,0.0,1.0,,0.0,4,0,1,3.0,no,3,4,1
3293,田中 美咲,1.0,,43,男,専門医ではない,GP&HP,1000,,15.0,14.0,0.0,0.0,0.0,0.0,1,0,1,4.0,no,1,2,0
3294,佐藤 結衣,0.0,,54,男,専門医ではない,HP,1800,0.0,4.0,30.0,1.0,0.0,0.0,0.0,1,3,0,4.0,no,2,0,1
3295,伊藤 結衣,0.0,0.0,61,男,専門医ではない,HP,1700,4.0,4.0,27.0,1.0,1.0,1.0,0.0,3,1,0,13.0,no,4,4,0
3296,高橋 美咲,0.0,1.0,77,女,専門医ではない,GP,1300,5.0,2.0,20.0,2.0,0.0,1.0,0.0,1,0,0,2.0,no,6,0,0
3297,鈴木 花子,0.0,0.0,53,男,専門医ではない,GP,1300,7.0,3.0,16.0,0.0,1.0,1.0,0.0,0,0,0,5.0,no,3,3,0
3298,山本 結衣,0.0,0.0,66,男,専門医ではない,HP,2400,4.0,4.0,20.0,1.0,0.0,0.0,0.0,0,1,0,3.0,no,2,1,0
3299,山本 優子,0.0,0.0,73,女,専門医ではない,GP,1200,5.0,18.0,22.0,0.0,1.0,1.0,0.0,0,0,2,4.0,yes,2,0,0
3300,田中 結衣,0.0,0.0,36,男,専門医ではない,HP,1100,12.0,4.0,8.0,1.0,0.0,1.0,1.0,0,0,2,1.0,yes,5,1,0
3301,田中 大輔,0.0,0.0,76,男,専門医ではない,GP,1300,4.0,14.0,15.0,1.0,1.0,1.0,0.0,1,0,2,11.0,yes,1,1,1
3302,高橋 花子,0.0,0.0,47,女,専門医ではない,HP,2400,2.0,12.0,12.0,0.0,0.0,1.0,1.0,1,0,2,3.0,no,19,4,1
3303,田中 彩,1.0,1.0,46,男,専門医ではない,GP,1200,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0,0,0,6.0,yes,1,2,0
3304,山本 健太,0.0,0.0,59,男,専門医ではない,GP&HP,2400,0.0,10.0,10.0,1.0,0.0,1.0,0.0,0,0,1,7.0,yes,2,2,0
3305,山本 優子,1.0,1.0,39,男,専門医,GP,1200,10.0,8.0,11.0,1.0,0.0,0.0,0.0,1,1,1,6.0,no,2,2,0
3306,山本 一郎,0.0,1.0,60,女,専門医ではない,HP,1300,4.0,6.0,12.0,0.0,0.0,1.0,0.0,1,6,0,9.0,yes,3,5,0
3307,田中 大輔,0.0,2.0,38,女,専門医ではない,HP,1800,2.0,12.0,5.0,0.0,1.0,0.0,0.0,2,0,2,6.0,no,2,5,0
3308,佐藤 花子,0.0,1.0,40,男,専門医ではない,GP,1200,2.0,4.0,10.0,1.0,0.0,1.0,0.0,2,0,1,5.0,yes,2,1,0
3309,中村 美咲,0.0,2.0,58,男,専門医ではない,GP,2400,4.0,9.0,16.0,2.0,1.0,0.0,0.0,1,0,0,4.0,yes,1,5,1
3310,伊藤 一郎,0.0,0.0,58,男,専門医ではない,HP,2000,1.0,9.0,6.0,0.0,0.0,0.0,0.0,2,1,0,6.0,no,2,4,0
3311,山本 翔,0.0,0.0,57,男,専門医ではない,GP&HP,2000,,13.0,24.0,0.0,1.0,0.0,0.0,1,2,1,2.0,no,1,6,0
3312,高橋 結衣,0.0,1.0,51,男,専門医,HP,1400,2.0,3.0,11.0,1.0,0.0,0.0,0.0,0,0,2,3.0,yes,1,3,0
3313,伊藤 一郎,0.0,0.0,44,女,専門医ではない,GP&HP,1600,8.0,7.0,8.0,0.0,1.0,1.0,0.0,0,0,1,8.0,no,1,3,0
3314,渡辺 一郎,0.0,0.0,39,男,専門医,GP&HP,1700,2.0,2.0,17.0,0.0,2.0,1.0,1.0,1,1,0,5.0,yes,3,3,0
3315,小林 彩,,1.0,28,男,専門医ではない,GP&HP,1700,,7.0,10.0,1.0,0.0,0.0,1.0,4,1,1,5.0,yes,5,1,0
3316,小林 太郎,0.0,1.0,48,男,専門医ではない,HP,2000,11.0,12.0,13.0,0.0,1.0,1.0,0.0,0,3,2,7.0,no,4,4,1
3317,中村 一郎,0.0,1.0,47,女,専門医ではない,HP,1600,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0,0,1,5.0,no,0,1,0
3318,高橋 優子,0.0,0.0,58,男,専門医ではない,GP&HP,1600,5.0,9.0,2.0,1.0,0.0,0.0,0.0,0,1,3,10.0,no,2,1,0
3319,田中 一郎,0.0,0.0,48,男,専門医ではない,HP,1700,10.0,22.0,14.0,1.0,1.0,0.0,0.0,0,0,2,10.0,no,3,1,0
3320,鈴木 花子,0.0,0.0,56,女,専門医,HP,1800,11.0,16.0,13.0,0.0,1.0,2.0,0.0,1,1,1,1.0,no,3,0,0
3321,加藤 一郎,0.0,0.0,51,女,専門医ではない,GP,1400,2.0,3.0,25.0,1.0,1.0,0.0,1.0,0,0,1,4.0,no,10,0,0
3322,伊藤 結衣,0.0,0.0,70,男,専門医ではない,GP&HP,1900,0.0,6.0,18.0,1.0,1.0,1.0,0.0,0,1,2,7.0,no,1,1,0
3323,伊藤 一郎,1.0,2.0,42,男,専門医ではない,GP,1100,2.0,16.0,23.0,0.0,0.0,1.0,0.0,0,0,2,3.0,no,4,0,0
3324,加藤 美咲,0.0,0.0,60,男,専門医ではない,GP,1300,2.0,1.0,8.0,0.0,1.0,0.0,0.0,2,0,1,3.0,no,3,3,0
3325,加藤 翔,0.0,0.0,54,男,専門医ではない,HP,1900,21.0,9.0,,0.0,1.0,0.0,0.0,0,0,1,3.0,no,3,4,0
3326,佐藤 彩,0.0,0.0,72,男,専門医ではない,HP,1100,14.0,6.0,23.0,1.0,2.0,1.0,1.0,1,1,0,4.0,no,1,2,1
3327,田中 結衣,0.0,0.0,65,女,専門医ではない,GP&HP,1200,5.0,25.0,13.0,,0.0,0.0,0.0,1,2,1,3.0,yes,5,3,1
3328,鈴木 美咲,0.0,0.0,61,男,専門医ではない,GP&HP,1800,6.0,18.0,13.0,,0.0,0.0,0.0,1,1,0,5.0,no,2,4,1
3329,山本 一郎,0.0,0.0,30,女,専門医ではない,GP,1200,10.0,6.0,21.0,0.0,1.0,1.0,0.0,4,1,5,7.0,no,1,1,0
3330,山本 結衣,0.0,1.0,75,男,専門医ではない,GP,2100,6.0,15.0,21.0,1.0,0.0,1.0,0.0,1,1,0,10.0,no,1,2,0
3331,鈴木 一郎,0.0,0.0,61,男,専門医ではない,GP,3400,8.0,8.0,12.0,1.0,1.0,0.0,0.0,2,0,0,4.0,yes,1,2,1
3332,中村 彩,0.0,0.0,55,男,専門医,GP,1200,2.0,9.0,11.0,1.0,1.0,0.0,0.0,1,5,2,5.0,no,2,4,1
3333,加藤 結衣,0.0,0.0,43,男,専門医ではない,HP,1900,15.0,7.0,0.0,1.0,0.0,1.0,0.0,0,4,1,4.0,no,1,4,0
3334,加藤 大輔,1.0,1.0,57,男,専門医ではない,GP&HP,2000,11.0,3.0,8.0,1.0,0.0,1.0,0.0,1,2,2,6.0,no,1,1,0
3335,佐藤 優子,,1.0,61,男,専門医ではない,GP,1300,2.0,4.0,10.0,,1.0,0.0,0.0,4,2,0,9.0,no,3,3,1
3336,加藤 健太,0.0,0.0,63,男,専門医ではない,GP,1700,7.0,2.0,15.0,2.0,1.0,0.0,0.0,0,0,2,8.0,yes,4,3,0
3337,伊藤 太郎,0.0,1.0,54,女,専門医ではない,HP,1500,0.0,3.0,8.0,1.0,0.0,0.0,0.0,1,0,0,3.0,yes,3,3,0
3338,高橋 健太,0.0,0.0,72,男,専門医ではない,HP,1100,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0,0,1,7.0,yes,2,3,1
3339,佐藤 太郎,0.0,0.0,59,男,専門医ではない,HP,1000,4.0,6.0,27.0,1.0,0.0,1.0,0.0,0,0,3,1.0,no,4,1,0
3340,伊藤 彩,0.0,0.0,77,男,専門医ではない,GP&HP,2400,6.0,,13.0,1.0,1.0,0.0,1.0,3,0,0,1.0,no,8,0,0
3341,鈴木 健太,0.0,0.0,30,男,専門医ではない,HP,1400,5.0,13.0,6.0,1.0,1.0,,0.0,0,1,1,7.0,no,3,0,0
3342,鈴木 優子,0.0,0.0,63,男,専門医ではない,HP,1100,2.0,11.0,15.0,1.0,1.0,0.0,0.0,3,0,1,3.0,,3,0,0
3343,山本 翔,0.0,1.0,40,男,専門医ではない,HP,1900,9.0,6.0,4.0,1.0,1.0,1.0,0.0,1,0,0,1.0,yes,1,3,0
3344,佐藤 優子,0.0,1.0,64,男,専門医ではない,HP,1900,7.0,11.0,21.0,0.0,1.0,0.0,0.0,1,0,1,2.0,no,1,3,0
3345,田中 優子,0.0,1.0,34,女,専門医ではない,GP,1300,1.0,4.0,8.0,1.0,1.0,1.0,0.0,5,1,0,3.0,no,4,1,0
3346,加藤 美咲,0.0,0.0,34,男,専門医ではない,GP,1500,6.0,0.0,16.0,0.0,1.0,0.0,1.0,0,1,1,3.0,no,2,5,0
3347,中村 一郎,0.0,1.0,30,男,専門医ではない,HP,1600,5.0,13.0,8.0,1.0,0.0,1.0,0.0,0,2,7,3.0,no,2,3,1
3348,小林 美咲,0.0,2.0,65,男,専門医ではない,GP,1700,3.0,11.0,4.0,0.0,1.0,0.0,0.0,1,0,0,5.0,no,4,2,0
3349,鈴木 優子,0.0,0.0,41,男,専門医ではない,HP,1900,1.0,24.0,3.0,0.0,0.0,1.0,0.0,0,0,0,3.0,no,2,4,0
3350,田中 美咲,0.0,1.0,64,男,専門医ではない,HP,1300,5.0,1.0,5.0,2.0,0.0,1.0,0.0,0,0,0,5.0,no,2,5,0
3351,高橋 結衣,0.0,0.0,44,男,専門医ではない,GP,1600,1.0,2.0,7.0,1.0,0.0,0.0,1.0,2,3,0,9.0,yes,2,1,0
3352,山本 翔,0.0,1.0,62,男,専門医ではない,HP,1000,3.0,1.0,9.0,1.0,0.0,0.0,0.0,0,3,1,2.0,yes,2,1,0
3353,渡辺 花子,0.0,0.0,68,男,専門医ではない,HP,2200,0.0,9.0,7.0,0.0,0.0,1.0,0.0,1,1,1,6.0,no,4,1,0
3354,伊藤 太郎,0.0,1.0,46,男,専門医ではない,GP&HP,1800,3.0,4.0,14.0,1.0,1.0,1.0,0.0,1,0,0,3.0,no,4,4,0
3355,山本 大輔,0.0,0.0,55,女,専門医ではない,GP&HP,1500,1.0,6.0,8.0,1.0,1.0,0.0,0.0,0,1,0,4.0,yes,2,6,0
3356,伊藤 一郎,0.0,1.0,60,男,専門医,HP,2700,1.0,9.0,19.0,0.0,1.0,1.0,0.0,2,0,1,1.0,no,3,1,0
3357,鈴木 美咲,,2.0,65,男,専門医ではない,HP,2400,4.0,7.0,8.0,0.0,1.0,0.0,0.0,3,1,3,10.0,,3,5,1
3358,加藤 太郎,0.0,0.0,30,男,専門医ではない,HP,2100,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0,1,0,5.0,yes,2,3,0
3359,高橋 健太,1.0,1.0,29,男,専門医ではない,GP,1500,3.0,14.0,6.0,0.0,1.0,0.0,1.0,0,0,5,4.0,no,7,1,0
3360,伊藤 太郎,0.0,1.0,38,男,専門医ではない,HP,1200,7.0,22.0,14.0,1.0,0.0,3.0,0.0,0,0,1,4.0,no,3,6,1
3361,鈴木 結衣,0.0,0.0,46,女,専門医ではない,GP,1700,6.0,4.0,11.0,1.0,1.0,0.0,0.0,0,0,1,7.0,no,1,3,0
3362,鈴木 健太,1.0,0.0,45,女,専門医ではない,GP&HP,1100,5.0,2.0,8.0,0.0,1.0,1.0,0.0,2,1,0,7.0,,3,2,0
3363,渡辺 太郎,0.0,0.0,63,男,専門医ではない,GP&HP,1300,5.0,1.0,8.0,,1.0,1.0,0.0,0,1,2,11.0,no,1,6,0
3364,小林 結衣,0.0,,43,男,専門医ではない,GP&HP,2400,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1,0,1,8.0,no,2,2,0
3365,鈴木 一郎,0.0,1.0,54,女,専門医ではない,HP,2400,3.0,6.0,15.0,2.0,1.0,0.0,1.0,0,3,1,15.0,no,4,1,0
3366,田中 彩,0.0,1.0,46,男,専門医,HP,2200,10.0,,10.0,0.0,1.0,1.0,0.0,1,0,0,2.0,no,1,7,0
3367,伊藤 優子,0.0,0.0,76,男,専門医ではない,GP&HP,1200,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1,3,1,2.0,no,2,3,0
3368,山本 健太,0.0,,49,男,専門医ではない,GP,2400,4.0,5.0,11.0,0.0,0.0,1.0,0.0,1,0,1,3.0,no,6,1,0
3369,伊藤 美咲,0.0,0.0,33,男,専門医,HP,1500,1.0,8.0,11.0,1.0,0.0,1.0,1.0,1,0,1,4.0,no,3,1,0
3370,鈴木 美咲,0.0,1.0,36,男,専門医ではない,HP,1700,7.0,3.0,9.0,1.0,0.0,0.0,0.0,0,1,1,4.0,yes,2,3,1
3371,山本 結衣,0.0,1.0,75,男,専門医ではない,HP,1500,0.0,10.0,21.0,2.0,1.0,1.0,0.0,0,0,0,7.0,no,6,3,0
3372,山本 健太,0.0,0.0,53,男,専門医ではない,GP&HP,1500,19.0,6.0,25.0,0.0,0.0,1.0,0.0,0,1,2,9.0,no,3,5,1
3373,伊藤 彩,0.0,0.0,67,男,専門医ではない,GP&HP,1300,8.0,14.0,12.0,0.0,0.0,2.0,0.0,1,0,0,0.0,no,6,1,0
3374,鈴木 結衣,0.0,1.0,56,男,専門医ではない,GP,1500,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0,0,3,2.0,no,3,1,0
3375,高橋 彩,0.0,,72,男,専門医ではない,HP,1500,7.0,23.0,15.0,0.0,0.0,1.0,0.0,2,1,2,4.0,yes,1,4,1
3376,山本 翔,0.0,0.0,44,男,専門医ではない,GP,2100,4.0,4.0,8.0,0.0,0.0,1.0,0.0,2,3,1,7.0,yes,6,1,0
3377,田中 太郎,0.0,0.0,55,男,専門医ではない,GP,1600,2.0,11.0,5.0,0.0,0.0,1.0,0.0,0,1,0,10.0,no,1,4,0
3378,加藤 翔,0.0,0.0,69,男,専門医ではない,GP,1000,0.0,8.0,17.0,0.0,0.0,0.0,,1,0,2,5.0,,4,1,1
3379,渡辺 花子,0.0,0.0,40,男,専門医ではない,GP&HP,1300,9.0,3.0,13.0,1.0,0.0,1.0,0.0,1,4,0,4.0,no,1,4,0
3380,田中 結衣,0.0,1.0,75,女,専門医ではない,GP,1600,0.0,2.0,14.0,1.0,3.0,0.0,0.0,1,1,1,2.0,yes,1,3,0
3381,加藤 優子,0.0,1.0,75,女,専門医,HP,1900,1.0,5.0,9.0,0.0,1.0,0.0,0.0,2,1,0,2.0,yes,3,1,0
3382,伊藤 健太,0.0,1.0,53,女,専門医ではない,HP,1600,0.0,30.0,8.0,0.0,1.0,1.0,0.0,1,1,0,3.0,yes,7,0,1
3383,田中 翔,0.0,0.0,73,男,専門医ではない,GP&HP,1700,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0,0,2,15.0,no,8,3,0
3384,田中 太郎,0.0,0.0,35,男,専門医,GP,1300,5.0,2.0,5.0,1.0,1.0,0.0,0.0,0,0,3,1.0,no,2,1,1
3385,田中 大輔,1.0,1.0,52,女,専門医,GP,1200,0.0,2.0,18.0,0.0,1.0,0.0,0.0,0,1,0,6.0,yes,4,4,0
3386,佐藤 翔,0.0,0.0,43,男,専門医ではない,GP&HP,1400,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0,0,0,6.0,no,1,1,0
3387,小林 彩,0.0,0.0,57,男,専門医ではない,HP,1200,11.0,9.0,9.0,1.0,0.0,0.0,0.0,0,0,0,2.0,no,3,1,1
3388,田中 彩,0.0,0.0,53,女,専門医,GP&HP,1300,2.0,,10.0,,1.0,0.0,0.0,0,0,1,7.0,no,2,1,0
3389,鈴木 翔,0.0,0.0,33,男,専門医ではない,GP,2400,3.0,15.0,4.0,0.0,0.0,1.0,0.0,1,14,1,6.0,no,1,6,1
3390,小林 翔,0.0,1.0,64,男,専門医ではない,HP,1500,3.0,15.0,14.0,1.0,1.0,1.0,0.0,2,0,1,3.0,no,10,7,0
3391,鈴木 太郎,0.0,2.0,53,男,専門医ではない,HP,1400,1.0,23.0,26.0,0.0,0.0,0.0,0.0,0,3,3,4.0,no,2,2,0
3392,山本 美咲,0.0,0.0,36,男,専門医ではない,GP&HP,2100,2.0,15.0,14.0,0.0,0.0,0.0,0.0,0,1,0,5.0,no,2,4,1
3393,渡辺 花子,0.0,1.0,76,男,専門医ではない,GP,1600,14.0,17.0,20.0,0.0,1.0,0.0,0.0,10,17,1,8.0,no,2,4,1
